utterance_id,text,emotion,valence,arousal,dominance
Ses02F_impro06_F008,: ...the way he wanted to live and he was gonna go to Africa and he was gonna--,sad,-0.5,-0.16664999999999996,-0.33335000000000004
Ses02F_impro06_F009,: Nobody's ever gonna forget him.,sad,-0.16664999999999996,0.16664999999999996,-0.16664999999999996
Ses02F_impro06_F010,: He did a lot.  But--,sad,-0.5,-0.66665,-0.66665
Ses02F_impro06_F011,: I'm gonna forget him.,sad,-0.83335,0.16664999999999996,-0.5
Ses02F_impro06_F012,: I won't be able to hear his voice or his--,sad,-0.83335,0.16664999999999996,-0.33335000000000004
Ses02F_impro06_F013,: You start to lose like that image after a while.,sad,-0.5,0.0,-0.66665
Ses02F_impro06_F014,: Thanks.,sad,-0.33335000000000004,-0.66665,-0.5
Ses02F_impro06_M000,": Hey, a what's up?",neutral,0.0,-0.33335000000000004,-0.66665
Ses02F_impro06_M001,": Wow, that's horrible.",neutral,-0.5,-0.5,-0.66665
Ses02F_impro06_M002,: I'm sorry to hear about that.,neutral,-0.5,-0.33335000000000004,-0.33335000000000004
Ses02F_impro06_M003,: Yeah.,neutral,-0.33335000000000004,-0.33335000000000004,-0.66665
Ses02F_impro06_M004,": I mean, you know, at least he's not in anymore pain now, right?",neutral,-0.33335000000000004,-0.33335000000000004,-0.33335000000000004
Ses02F_impro06_M005,": It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that.",neutral,-0.16664999999999996,-0.5,-0.16664999999999996
Ses02F_impro06_M006,: It's okay.,neutral,0.0,-0.5,-0.16664999999999996
Ses02F_impro06_M007,": 'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on.",neutral,0.0,-0.5,-0.33335000000000004
Ses02F_impro06_M008,: I mean--I don't know.,neutral,-0.16664999999999996,-0.66665,-0.5
Ses02F_impro06_M009,": Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than...",neutral,-0.16664999999999996,-0.5,-0.16664999999999996
Ses02F_impro06_M010,": .than you know, in pain and like this gradual, this horrible process.  I mean--",neutral,-0.16664999999999996,0.0,-0.33335000000000004
Ses02F_impro06_M011,": But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--",neutral,0.16664999999999996,-0.33335000000000004,-0.16664999999999996
Ses02F_impro06_M012,": Yeah, exactly.  He's made a big impact on a lot of people. and",neutral,0.0,-0.33335000000000004,-0.16664999999999996
Ses02F_impro06_M013,": And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--",neutral,-0.16664999999999996,0.0,0.0
Ses02F_impro06_M014,": I know.  It doesn't bring him back, but--",neutral,-0.66665,-0.5,-0.5
Ses02F_impro06_M015,": But It's okay because now, you know, you'll just go on with your life and--",neutral,-0.16664999999999996,-0.5,-0.33335000000000004
Ses02F_impro06_M016,": No, you'll never forget him.",neutral,0.0,0.0,0.0
Ses02F_impro06_M017,: I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside--,neutral,-0.16664999999999996,-0.5,-0.16664999999999996
Ses02F_impro06_M018,": That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so .",neutral,-0.16664999999999996,-0.33335000000000004,-0.16664999999999996
Ses02F_impro06_M019,": It's hard to lose someone that way, but he's he's better--he's better off now.",neutral,-0.33335000000000004,-0.33335000000000004,-0.16664999999999996
Ses02F_impro07_F001,: I got into U.S.C.,happy,1.0,0.5,0.5
Ses02F_impro07_F002,": Yeah, I'm so excited.  So I'm gonna say--",happy,0.75,0.5,0.75
Ses02F_impro07_F003,": Yeah, I think, I mean because where else would I gonna go?  Like the other places that I applied to I really didn't like that much anyway.",happy,0.5,0.5,0.75
Ses02F_impro07_F004,: So--,happy,0.5,0.25,0.0
Ses02F_impro07_F005,": Yeah, I know.",happy,0.5,0.25,0.0
Ses02F_impro07_F006,: Absolutely. I'm so excited.,happy,1.0,0.5,0.25
Ses02F_impro07_F007,": I know.  I know. And we'll all get to hang out.  And I'm--even though we'll be at like at different parts of the city, we can still, like...",happy,0.75,0.5,0.5
Ses02F_impro07_F008,": ...hang out and, like, have our different lives--And meet each other's friends and stuff.  So, I'm just so glad 'cause they have such a good school",happy,0.75,0.5,0.75
Ses02F_impro07_F009,": and like-- The football team--And like all the-...you- what I mean, like...",happy,0.5,0.75,0.75
Ses02F_impro07_F010,": You can walk somewhere and be anywhere in the country and be like, oh, yeah, I am at U.S.C.",happy,0.25,0.5,0.75
Ses02F_impro07_F011,": And you know what, you know what I mean, like it's recognizable rather than just being like I went some random school. It's like people really know what you...",happy,0.5,0.5,0.75
Ses02F_impro07_F012,": ...like, they feel like--I feel like it's going to be so like accomplished.  Do you know what I mean?",happy,0.5,0.0,0.5
Ses02F_impro07_F013,: Like it has some prestige. so,happy,0.5,0.25,0.25
Ses02F_impro07_F014,": Yeah, I mean there's all the money stuff and my mom's helping me with the financial aid and stuff.  But, it'll be fine--",happy,0.0,0.25,0.5
Ses02F_impro07_F015,": Like, now that I'm accepted, it's just, like, such a huge load off my mind.",happy,0.5,0.25,0.75
Ses02F_impro07_F016,: I don't mind worrying about all the paperwork.  You know--,happy,0.25,0.0,0.5
Ses02F_impro07_F017,": Because, I don't have to like make that decision anymore.  I don't have to try and decide, like, what the bad school I'm going to go to is. you know",happy,0.25,0.0,0.5
Ses02F_impro07_F018,": I know. I know.  I think you go and you like stay for a couple of days and you meet people and--And they'll give you like a tour--And show you everything.  Oh, man, I'm just so--I'm so excited.",happy,0.75,0.5,0.75
Ses02F_impro07_F019,": Yeah, oh totally.  It's a beautiful campus.  It's gonna be really nice.  Um, and everyone is friendly and like there's ivy on all the walls.  Oh, it's just so--it's so like collegiate.",happy,0.5,0.0,0.5
Ses02F_impro07_F020,": You know what I mean?  Like, it's like exactly what I want.",happy,0.5,0.25,0.25
Ses02F_impro07_F021,": Well, you know, I've thought about it but they have so many things that I might--Like try some things out first...",happy,0.5,0.0,0.25
Ses02F_impro07_F022,": ...because also on the list of their, um, like G.E.'s or whatever, you have a lot of choices within every single one.  So you can, like, try things out and not just be like, oh, I have to take math, oh, I have to take this.  You know what I mean?",happy,0.25,0.25,0.5
Ses02F_impro07_F023,": So, um, so I don't know.",happy,0.5,0.0,-0.25
Ses02F_impro07_F024,: I mean I'm gonna take a bunch of stuff and see.,happy,0.5,0.0,0.25
Ses02F_impro07_F025,": I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean.",happy,0.5,0.5,0.5
Ses02F_impro07_F026,": I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean.",happy,0.75,0.75,0.75
Ses02F_impro07_F027,: And you'll be like...,happy,0.5,0.5,0.25
Ses02F_impro07_F028,": Student. I'm a student. Yes I am, Thank you very much.",happy,0.5,0.5,0.25
Ses02F_impro07_F029,: [BREATHING],happy,0.5,-0.25,-0.5
Ses02F_impro07_F030,: I know.  I'm excited.,happy,1.0,0.75,0.5
Ses02F_impro07_F031,": Well, that'll take a while. [GARBAGE]",happy,0.5,0.0,0.0
Ses02F_impro07_F032,: That's going to be a lot of work.,happy,0.25,0.25,0.0
Ses02F_impro07_F033,": But, it'll be fine, I mean.  I'm so excited. It's going to be so fun.",happy,0.25,-0.25,0.25
Ses02F_impro07_F034,": I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good.",happy,0.25,0.25,0.0
Ses02F_impro07_F035,: I know. I know. So fun.  I can't wait.,happy,0.75,0.75,0.5
Ses02F_impro07_F036,: I will. I will. Thank you.,happy,0.5,0.75,0.5
Ses02F_impro07_F037,: Thanks.,happy,0.5,0.0,0.5
Ses02F_impro07_M000,": So, how's it going?",neutral,0.5,0.25,0.25
Ses02F_impro07_M001,": Oh, you got what?  Where?",happy,0.25,0.0,0.25
Ses02F_impro07_M002,": Oh, no way.",happy,1.0,0.25,0.5
Ses02F_impro07_M003,: Are you gonna go? you gonna-,happy,0.0,0.25,0.0
Ses02F_impro07_M004,": Wow, that's...",happy,0.5,0.0,0.25
Ses02F_impro07_M005,": ...that's first choice, huh? That's so awesome and now look you're gonna be--you're gonna be here. you know",happy,1.0,0.5,0.75
Ses02F_impro07_M006,": Yeah, no, definitely--It's gonna..",happy,0.25,0.0,0.25
Ses02F_impro07_M007,: Yeah.,happy,0.25,0.0,0.0
Ses02F_impro07_M008,: Yeah,happy,0.5,0.0,0.5
Ses02F_impro07_M009,: Fight on.,happy,0.25,-0.25,0.0
Ses02F_impro07_M010,: [LAUGHTER],happy,0.75,0.25,0.5
Ses02F_impro07_M011,: Wow. That's cool.,happy,0.5,-0.25,0.0
Ses02F_impro07_M016,: So...,neutral,0.25,-0.25,-0.5
Ses02F_impro07_M017,": Right.  Right.  Right. Oh, man, then you're going to have to do orientation, I guess.",happy,0.5,0.25,0.5
Ses02F_impro07_M018,: That'll be awesome.,happy,0.5,-0.25,0.25
Ses02F_impro07_M019,": I mean because you went to the campus before, right?",happy,0.5,0.0,0.0
Ses02F_impro07_M023,: Oh man.,happy,0.5,-0.25,-0.25
Ses02F_impro07_M027,: Ahh. Yeah. [GARBAGE],happy,0.5,0.0,0.0
Ses02F_impro07_M028,": You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome.",happy,0.5,0.5,0.5
Ses02F_impro07_M029,: A U.S.C. graduate now. You're set.,happy,0.5,0.5,0.5
Ses02F_impro07_M034,: You're getting close to the beach.  I mean geez.,happy,0.5,0.25,0.25
Ses02M_impro01_F000,": Hi, How can I help you?",neutral,0.5,0.0,0.0
Ses02M_impro01_F001,": Sure, um",neutral,0.25,-0.25,-0.25
Ses02M_impro01_F002,: do you have two forms of ID with you?,neutral,0.0,0.0,0.0
Ses02M_impro01_F003,": I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",neutral,0.0,0.0,0.0
Ses02M_impro01_F004,: Well,neutral,0.0,0.0,0.0
Ses02M_impro01_F005,: I- I can take your driver's license but I need another form of ID in order to process this paper work.,neutral,0.0,0.25,0.0
Ses02M_impro01_F006,": Um, that you would need to go home and get another form of ID and come back.",neutral,-0.25,0.0,-0.25
Ses02M_impro01_F007,": Well, I'm sorry sir but",angry,-0.25,-0.25,0.0
Ses02M_impro01_F008,: you need to bring two forms of ID there is nothing we can do about it.,angry,-0.25,0.0,0.0
Ses02M_impro01_F009,": Well, it's actually-",angry,0.0,-0.25,0.0
Ses02M_impro01_F010,": It's standard that you bring a couple of forms of ID, I'm sorry.",angry,-0.25,-0.25,0.25
Ses02M_impro01_F011,": Well, I'm sorry, sir, but we're not responsible.",angry,-0.25,0.0,-0.25
Ses02M_impro01_F012,": Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID.",angry,0.0,0.0,0.0
Ses02M_impro01_F013,": I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again.",angry,-0.25,0.0,0.0
Ses02M_impro01_F014,": It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",angry,-0.25,0.0,0.0
Ses02M_impro01_F015,": I'm sorry, sir.",neutral,-0.25,-0.25,0.0
Ses02M_impro01_F016,: there is nothing I can do.,neutral,-0.25,-0.5,-0.25
Ses02M_impro01_F017,": I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",angry,-0.25,-0.25,0.0
Ses02M_impro01_F018,": I'm sorry, sir. There is nothing I can do.",angry,-0.25,0.0,-0.25
Ses02M_impro01_F019,": Well, if you had checked the web site it would have said.",angry,-0.25,0.0,0.5
Ses02M_impro01_F020,: If you had checked the website it would have said that you needed two forms of identification.,angry,0.0,0.0,0.25
Ses02M_impro01_F021,": Well, maybe you should",angry,0.0,-0.25,-0.25
Ses02M_impro01_F022,: Right. So maybe you should go home now and get your paperwork and come back.,angry,0.0,0.0,0.25
Ses02M_impro01_F023,": I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.",angry,-0.5,0.0,0.25
Ses02M_impro01_F024,": I'm sorry, sir, it's not my choice.",angry,-0.25,-0.25,0.0
Ses02M_impro01_M000,: All right. Finally. Here you go.,angry,0.5,-0.25,-0.25
Ses02M_impro01_M001,": Yea. I just want to get this done,",neutral,0.25,0.0,-0.25
Ses02M_impro01_M002,: get my new license.,neutral,0.0,0.25,-0.25
Ses02M_impro01_M003,": Um, no, I got my driver's license though.",neutral,0.25,0.0,-0.25
Ses02M_impro01_M004,": Uh, sorry, I forgot them. I mean I've got to -",neutral,0.0,0.25,0.0
Ses02M_impro01_M005,: well is the dri-driver's license going to work?,neutral,-0.25,0.25,-0.25
Ses02M_impro01_M006,": Okay, so what are you saying? What-",angry,0.0,0.25,0.0
Ses02M_impro01_M007,": What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",angry,-0.75,0.5,0.5
Ses02M_impro01_M008,: three hours and,angry,-0.5,0.25,0.25
Ses02M_impro01_M009,: Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,angry,-0.75,0.75,0.5
Ses02M_impro01_M010,": It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",angry,-0.5,0.5,0.25
Ses02M_impro01_M011,": I filled out the application right, didn't I?",angry,-0.25,0.5,0.25
Ses02M_impro01_M012,: Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,angry,-0.25,0.5,0.0
Ses02M_impro01_M013,: I've been waiting for three hours.,angry,-0.75,0.5,0.5
Ses02M_impro01_M014,: This is ridiculous. Come on,angry,-0.75,0.75,0.5
Ses02M_impro01_M015,": I cannot go back in that line. I've got stuff I need to do, I mean-",angry,-0.25,0.5,0.5
Ses02M_impro01_M017,: That doesn't make any sense. Why?,angry,-0.25,0.5,0.0
Ses02M_impro01_M018,: You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,angry,-0.5,0.75,0.5
Ses02M_impro01_M019,": What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",angry,-0.25,0.75,0.5
Ses02M_impro01_M020,: I waited in line now I'm ready to get my stuff and then go home.,angry,-0.25,0.5,0.5
Ses02M_impro01_M021,": God, oh my-",angry,-0.5,0.75,0.25
Ses02M_impro01_M022,: This is ridiculous.,angry,-0.5,0.25,0.25
Ses02M_impro03_F000,: What? What? You look really happy what's going on?,happy,0.75,0.25,0.25
Ses02M_impro03_F001,: Finally did what?,happy,0.5,0.25,0.25
Ses02M_impro03_F003,": Oh, my Gosh. Well, and did",happy,0.75,0.5,0.5
Ses02M_impro03_F004,: Did she say yes?,happy,0.5,0.25,0.25
Ses02M_impro03_F005,: That's like the most definitive.,happy,0.75,0.5,0.5
Ses02M_impro03_F007,: I would have thought you would have told me that you were planning on doing this.,happy,0.5,0.25,0.25
Ses02M_impro03_F008,": Yea, I guess so. Oh, my Gosh. Was she surprised?",happy,1.0,0.75,0.5
Ses02M_impro03_F011,": Oh, You did not.",happy,1.0,0.75,0.5
Ses02M_impro03_F012,": Oh, my Gosh. that's so cute",happy,0.75,0.75,0.25
Ses02M_impro03_F013,": That's so romantic. Oh, my Gosh. She must have died. That's like one of those things you write into a magazine about like my boyfriend did this. Oh my God.",happy,1.0,0.5,0.75
Ses02M_impro03_F014,: She must have flipped out.,happy,0.5,0.0,0.0
Ses02M_impro03_F015,: Right exactly because you can't say no in front of thousands of people. [LAUGHTER],happy,0.75,0.5,0.5
Ses02M_impro03_F016,: Did you bring her up on stage too?,happy,0.25,0.25,0.25
Ses02M_impro03_F017,": Oh, my Gosh, that's so cute.",happy,0.75,0.0,0.5
Ses02M_impro03_F018,: Are your parents excited or...?,happy,0.5,0.0,0.0
Ses02M_impro03_F020,": Ooh, that would be fun.",happy,0.5,0.25,0.25
Ses02M_impro03_F023,": Oh my Gosh. I cannot believe you're getting married, that is so cool.",happy,0.5,0.0,0.5
Ses02M_impro03_F024,": Golly, it just makes me all like romantic inside, like I really want that to happen to me. [LAUGHTER]",happy,0.75,0.75,0.75
Ses02M_impro03_F028,": Yay, well congratulations, that's so cool. [BREATHING] I can't wait.",happy,0.75,0.25,0.25
Ses02M_impro03_M000,": Oh, you're never going to believe it.",happy,0.5,0.5,0.25
Ses02M_impro03_M001,": Well, I finally did it",happy,0.75,0.5,0.5
Ses02M_impro03_M005,": Yes, she said yes. [LAUGHTER] I know",happy,0.75,0.75,0.5
Ses02M_impro03_M008,": Yes, yes. You know, she - she was like - I mean, she was happy, you know",happy,0.5,0.5,0.25
Ses02M_impro03_M009,": I - I think it was about time, I don't know, maybe. You know what, it's been it's been long enough now.",happy,0.5,0.5,0.5
Ses02M_impro03_M010,": Oh, well, it was -- you know, we were at this- at this concert and yeah",happy,0.5,0.25,0.25
Ses02M_impro03_M011,: so I-I talked to some of the crew before hand and-,happy,0.5,0.25,0.5
Ses02M_impro03_M012,: I-I did.,happy,0.75,-0.25,0.0
Ses02M_impro03_M014,": I know, so",happy,0.5,-0.25,-0.25
Ses02M_impro03_M015,: I got to freak her out.,happy,0.5,0.25,0.25
Ses02M_impro03_M016,": No, yes -- so",happy,0.5,0.25,0.25
Ses02M_impro03_M017,": Yea, that way she was guaranteed that she could not say no.",happy,0.5,0.0,0.25
Ses02M_impro03_M018,": No, but it was good.",happy,0.75,0.0,0.25
Ses02M_impro03_M019,": Yes, yes. [LAUGHTER]",happy,1.0,0.25,0.25
Ses02M_impro03_M020,": I know it was, I don't know I was really nervous but I'm really - I'm really glad.",happy,0.5,0.75,0.5
Ses02M_impro03_M021,": Oh yes, they - they you know they love her and so I mean...",happy,0.5,0.5,0.5
Ses02M_impro03_M024,": Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first",happy,0.25,0.25,0.5
Ses02M_impro03_M026,: I know.,happy,0.75,0.25,0.5
Ses02M_impro03_M027,": Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",happy,0.5,0.25,0.5
Ses02M_impro03_M028,": Sure. Oh, yes.",happy,0.25,0.0,0.25
Ses02M_impro03_M030,": Yes, well, Thanks, thanks. Thank you. yeah",happy,0.5,0.0,0.25
Ses02M_impro03_M031,: Hah.,happy,0.5,0.0,0.0
Ses02F_impro08_F000,": Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?",neutral,0.25,0.0,0.25
Ses02F_impro08_F001,": All right, sir.",neutral,0.5,-0.25,0.25
Ses02F_impro08_F002,: I completely understand.  Automated systems are very difficult sometimes.,neutral,0.5,0.0,0.5
Ses02F_impro08_F003,": Um, how may I help you.  You're trying to book a specific flight?",neutral,0.5,-0.25,0.0
Ses02F_impro08_F004,": Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time.",neutral,0.25,0.0,0.5
Ses02F_impro08_F005,": I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,",neutral,0.5,0.0,0.5
Ses02F_impro08_F006,": um lots of purchases, but we're gonna go ahead and give that to you anyway. uh,  Just to make sure that you're happy with your service here.",neutral,0.25,0.25,0.5
Ses02F_impro08_F007,: Is that all right?,neutral,0.5,-0.25,0.25
Ses02F_impro08_F008,": I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end.",neutral,0.5,0.0,0.25
Ses02F_impro08_F009,: All I'm going to need is your credit card number but just give me one moment. So-,neutral,0.25,0.0,0.0
Ses02F_impro08_F010,": um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there.",neutral,0.25,0.0,0.5
Ses02F_impro08_F011,: Absolutely. we we,neutral,0.25,-0.25,0.25
Ses02F_impro08_F012,": Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves.",neutral,0.25,0.25,0.5
Ses02F_impro08_F013,": So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well.",neutral,0.25,0.0,0.5
Ses02F_impro08_F014,: Yeah.,neutral,0.5,0.0,0.0
Ses02F_impro08_F015,: Okay.,neutral,0.5,-0.25,0.0
Ses02F_impro08_F016,: Great.  How many seats?,neutral,0.25,-0.25,0.0
Ses02F_impro08_F017,: Okay.  Great.  Four seats.  I'll book you for four seats.,neutral,0.5,0.25,0.25
Ses02F_impro08_F018,": Oh, yeah, absolutely.  Um- Would you like window seats or aisles?",neutral,0.5,0.25,0.25
Ses02F_impro08_F019,": Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?",neutral,0.25,0.5,0.5
Ses02F_impro08_F020,: Okay.  Great.  What time of the day would you like?,neutral,0.25,0.0,0.0
Ses02F_impro08_F021,: All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.,neutral,0.25,-0.25,0.5
Ses02F_impro08_F022,": So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui.",neutral,0.25,0.25,0.5
Ses02F_impro08_F023,: Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.,neutral,0.25,0.0,0.5
Ses02F_impro08_F024,: And a there will also be a shuttle waiting for you to take you to the appropriate hotel.,neutral,0.25,0.25,0.5
Ses02F_impro08_F025,: Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.,neutral,0.5,0.25,0.5
Ses02F_impro08_F026,: Absolutely. Thank you so much for calling and we hope that you will come to us again.,neutral,0.5,0.0,0.5
Ses02F_impro08_F027,: Thank you.,neutral,0.5,0.0,0.5
Ses02F_impro08_M000,": Yeah, hello.",angry,-0.25,0.0,0.25
Ses02F_impro08_M001,: Ok.  I've- I've just been talking to this machine for the past half hour and I can't-can't get anything done.  I've been trying to book this vacation this entire time.,angry,-0.5,0.25,0.75
Ses02F_impro08_M002,": I know, I'm sorry.  It's-It's just that it's been a little frustrating because--",angry,-0.25,0.0,0.5
Ses02F_impro08_M003,: Okay.,neutral,0.0,-0.25,0.25
Ses02F_impro08_M004,": Well, yeah, I mean I heard there was like these package deals and that maybe I could get a like a hotel or something like that. and-",angry,0.0,0.25,0.25
Ses02F_impro08_M005,: You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.,neutral,0.0,0.0,0.0
Ses02F_impro08_M006,: [BREATHING] that's good.,neutral,0.5,-0.25,0.0
Ses02F_impro08_M007,": All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time.",neutral,0.0,0.5,0.5
Ses02F_impro08_M008,: Okay. So--,neutral,0.0,0.0,0.0
Ses02F_impro08_M009,": Well, you know, we wanted to--we wanted to go to Maui and--That was a",neutral,0.25,0.5,0.25
Ses02F_impro08_M010,": --you know, the kids wanna go to the beach and stuff and so--um",neutral,0.0,0.5,0.25
Ses02F_impro08_M011,": Well, it's gonna be four of them.",neutral,0.0,0.0,0.0
Ses02F_impro08_M012,: All right.  And can they like all get together?,neutral,-0.25,0.25,0.25
Ses02F_impro08_M013,": Um- You know, window is nice. I guess",neutral,0.25,0.0,-0.25
Ses02F_impro08_M015,": Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--",neutral,0.0,0.0,0.0
Ses02F_impro08_M016,": And, like, there's there's shuttles or something that I can get to the hotel.",neutral,0.0,0.0,-0.25
Ses02F_impro08_M018,: All right.  So we're confirmed then or do you--All right.,neutral,0.25,-0.25,0.0
Ses02F_impro08_M019,: Okay.,neutral,0.5,-0.25,-0.25
Ses02M_impro02_F000,: I don't want you to go.,sad,-0.25,-0.25,0.25
Ses02M_impro02_F001,": I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",sad,-0.75,-0.25,0.75
Ses02M_impro02_F002,: I don't want to be a single mom.,sad,-0.75,-0.25,0.5
Ses02M_impro02_F003,: but,sad,-0.5,-0.25,0.0
Ses02M_impro02_F004,: It's dangerous; I mean how can you make sure that you'll,sad,-0.5,0.0,0.5
Ses02M_impro02_F005,: I hope so.,sad,0.5,-0.25,0.25
Ses02M_impro02_F006,: I hope so.,sad,-0.25,-0.5,0.0
Ses02M_impro02_F007,: It's going to be really rough.,sad,-0.25,-0.25,0.0
Ses02M_impro02_F008,: I'll send you lots of pictures.,sad,0.5,0.0,0.0
Ses02M_impro02_F009,": Well, just promise me that you going to be safe.",sad,-0.5,0.0,0.5
Ses02M_impro02_F010,": I mean can't they put you in like, you know kitchen work or something where you won't get",sad,0.0,0.0,0.5
Ses02M_impro02_F011,: It doesn't make any sense; I don't know why we have to be at war in the first place.,angry,-0.5,-0.25,0.5
Ses02M_impro02_F012,": Will you write me letters, paper ones?",sad,0.5,-0.25,0.0
Ses02M_impro02_F013,": Our baby needs a dad; you can't leave. Okay, you can't disappear.",sad,-0.75,0.0,0.5
Ses02M_impro02_F014,: I'll miss you too.,sad,0.0,-0.5,0.0
Ses02M_impro02_M000,": I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot.",sad,-0.5,0.0,0.5
Ses02M_impro02_M001,": You won't be. I'll be back; I'll be back before you know it. All right, and",sad,0.25,0.0,0.25
Ses02M_impro02_M002,: and,sad,0.5,-0.25,-0.25
Ses02M_impro02_M003,": It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,",angry,-0.25,0.0,0.5
Ses02M_impro02_M007,": You gotta take care of our baby for me, alright?",sad,0.0,-0.25,0.25
Ses02M_impro02_M008,": I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",sad,-0.25,-0.25,0.25
Ses02M_impro02_M009,: I've never been - I've never been away from you for two weeks let alone a year.,sad,0.0,-0.25,0.5
Ses02M_impro02_M013,: there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,sad,-0.5,-0.25,0.0
Ses02M_impro02_M014,": and it'll work out you know, go there and do that. Yeah, I'll be back",neutral,-0.25,-0.25,0.25
Ses02M_impro02_M017,": Our baby has a dad, alright. Daddy is going to be back soon.",sad,0.0,-0.25,0.25
Ses02M_impro02_M018,": I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",sad,0.5,0.0,0.5
Ses02M_impro06_F002,": It doesn't make any easier, yes.",sad,-0.75,-0.75,-0.25
Ses02M_impro06_F003,": Oh, man. I'm so sorry.",sad,-0.75,-0.5,0.25
Ses02M_impro06_F004,": It's going to be so rough, I'm sorry.",sad,-0.5,-0.25,0.25
Ses02M_impro06_F005,: Yeah.,sad,-0.5,-0.5,0.0
Ses02M_impro06_F006,: Totally.,sad,-0.25,-0.75,-0.25
Ses02M_impro06_F007,: Yeah,sad,-0.25,-1.0,-0.5
Ses02M_impro06_F008,": Yes. Well, at least you have a lot of good memories.",sad,-0.5,-0.25,0.0
Ses02M_impro06_F009,": She really cared about you, you know.",sad,-0.25,-0.25,0.0
Ses02M_impro06_F010,: And she was,sad,0.25,-0.5,0.0
Ses02M_impro06_F011,: Yeah.,sad,-0.25,-0.75,-0.25
Ses02M_impro06_F012,: Even if you still do she'll- she'll be there.,sad,0.0,-0.5,0.25
Ses02M_impro06_F013,: Are you going to be okay?,sad,-0.25,-0.5,0.0
Ses02M_impro06_F014,": It's going to be okay, I promise.",sad,-0.5,-0.75,-0.25
Ses02M_impro06_F015,: Sure,sad,-0.25,-0.75,-0.25
Ses02M_impro06_F016,: you shouldn't be alone,sad,-0.25,-0.75,-0.25
Ses02M_impro06_F017,: Yes.,sad,-0.25,-0.5,-0.25
Ses02M_impro06_F018,: Yes.,sad,-0.25,-0.5,0.0
Ses02M_impro06_M000,: Kathy died last night.,sad,-0.5,-0.75,-0.25
