utterance_id,valence,arousal,dominance,emotion,text,audio_features,audio_waveform
Ses05F_impro05_M015,0.0,-0.25,0.0,neutral,: Sentimental value.,"[0.01403043707001575, -1.3445263885108791, 1.0207870510191295, -0.5958877277123737, 0.036059394801562214, 0.42121276106733063, 1.2348899631619674, -1.8232210655142007, -0.08669727360982497, 0.31410476776726265]","[-0.5563178964328941, 1.1606063635418373, -0.7476514694637192, 1.9135426301653076, 0.6184002794083376, 0.7518135318288135, 1.3787778042890007, -0.26136975762952025, -0.7105361711433943, -0.4062721770876669, 0.26094624664667715, -0.2270017431684793, -0.44808574953573843, 0.4181133543767463, -1.1903610023247404, -1.472076173077953, 0.6376844269125039, 1.4820555422542478, 0.06894794144759833, 0.705183420563975, -0.6714299636139259, 0.3258605008711624, 0.956373124925264, -0.8658241940774918, -0.21816089154257054, 0.47918223105787217, -0.13688626316996447, -1.3260024936601715, -0.36619888434456815, -1.2825980621527917, -0.5902936928682424, -1.5670203430086667, 0.4874600718965911, 2.2815198273643102, 1.2927951278928016, 0.40102710985178036, 0.614106158454653, -0.31278787044920303, -0.7142172173648939, -0.18963966122671283, 0.42242572858625427, 0.3633399946803084, 0.7489076683725362, -0.22268422881437872, -0.1835678495305329, 0.6105963683982036, -0.0038058477056369085, -0.3546164528872448, 0.21716467207867382, 1.6278432049055078, 0.3831014965792795, 1.947567970483266, 0.2555281868549199, -0.8713307050912072, -0.006214145336268414, -0.9875925469398801, 0.4747994487916406, -0.4121628417558119, -0.9836831454431535, -0.1821183262892143, -0.8336640213663187, -0.4329891544553093, -0.4371465129475475, -0.4504969324678337, -0.8516497300424987, 0.3934606648737533, -0.5104223295287506, 0.3941337040490054, -0.7161008384266402, 0.6485140028163222, 0.6509487731038861, -0.3666339124463552, -2.064546176534547, -0.6851055922510806, -0.20675980635822389, -0.40341611926199195, -1.8047872697504497, 0.8791944383701651, 0.6566881883727365, 0.6283609050700754, 0.21515112652715565, -1.6526156678797272, -2.9057789922471393, -0.4114841817962478, 0.9356431657063236, 0.10276857518574482, -0.145880237707012, 0.07666532047499934, -2.057597326730922, -0.07924739761367124, -0.08936829280382855, -0.07417993119260709, 0.3136806434590213, 1.0623569084299331, 0.08728698149832745, 0.28893419751118044, -0.11368220613458051, -0.5463430501662031, -0.7429206420585056, -2.3425242351905813]"
Ses05M_impro07_M001,1.0,0.0,-0.25,happy,: I got it.  I got accepted to U.S.C..,"[-0.3782710675428433, 0.21425921246765386, -0.6566599314749384, 0.30347846570688713, -1.052518264857287, 1.2483567131597637, -1.4528397892410818, -0.12885644445421876, -0.8651467455898676, 0.43707118002776213]","[1.3882877273417182, 0.13358534837117098, 4.617327900974618, 0.16536526983790167, -2.420799096620226, 0.49924304182776436, 0.7877745250647856, 0.17423269165107919, 0.2462974817495903, 1.8061238489223763, 2.4065138978789946, -0.5145266793571863, -0.5469613194885997, 0.5207756097601551, 1.111124708710312, 1.0117273325308138, 0.503922891898494, -1.4334666870416897, 0.022279317684520628, 1.117603628659135, -0.7529285343989573, -0.934849233318864, -0.29752092673361547, 1.0505868986892346, -0.05365911419043116, -1.2993105634074371, -0.3338901305202065, -0.4352535391417457, -0.2781907710914015, -0.5187676402256367, -0.49959074068588033, 1.0820420638882073, -0.9076313343643443, 0.42711772399742437, 1.25805060720337, -1.0699823866150935, -1.405355981299195, -0.6025865148356019, 0.18539005836661415, -1.1666392360526867, -1.4918798854401043, -0.16945722894103096, 1.8098419650496609, 0.7631107822032116, 0.6216670782573835, -1.3549262301403184, 0.29262831179007404, 1.2317438215533378, -0.3287558697777443, -0.7806074890330424, -0.07394875294134907, -0.386259797515559, 0.03780284383312733, -1.0632371732762667, -1.5056278588925796, 0.9495065452091783, -0.8723239802249446, -0.6668416608963827, -0.593879860722868, -1.0536018233583415, -0.4385191671946113, -0.273764701620763, -0.7215403114742706, -0.41744695705165896, 1.3230152066878373, -0.33702268002321994, -0.4929681100433353, -0.969950853845724, 0.5901191943103351, -0.7758542830554885, -1.1512318435257765, -1.1427004851471467, -0.04493293071146776, 0.46763054016671557, -0.3659925530373612, 0.7042880371430351, 0.07409517170451878, -1.2947370355256806, -0.3583445923562738, 0.46434815318843387, -0.8713319944749885, 0.1118556200312787, 0.982482897614081, 0.503751737465857, 0.6415730981773727, -0.6036663711432196, 0.8590503339035377, 1.0785134722147365, -0.49575349347576403, -0.16176463640199915, 1.2245112422004418, -0.1338814863560993, -0.21607669351156, 0.14781691278120668, -0.5891676374638262, 0.7670465603115532, -0.26851369199108416, -0.09309632311018415, -1.4635265787706693, 0.24729083306540345]"
Ses04F_impro04_M023,0.0,0.0,-0.25,neutral,": Because I don't know I mean just, you know, just keep- keep- keep at it.  Keep trying.  Go-","[0.43233293751080837, -0.5625888003013804, -1.7255314091950626, 0.696954332180095, -1.444389115165354, -0.621057781202782, 2.241025641943955, -0.3865918112957033, 0.2032289604742372, -0.05598315293536692]","[0.2816389612840463, -0.20079775848152007, -1.1367642391951605, -0.995729436212865, 2.0880598710320997, -0.6033487132036909, 0.15765548832452916, 1.1712256884328518, 2.909803124247982, 1.3746414432272303, -0.4631497822606629, -0.38912755928040244, -1.0493592748440124, -0.6632242536795487, 0.8048514876641346, 0.25843672040013815, 0.9694269549179025, -1.6907915762776304, 1.390519203298461, -0.9360980456775444, -1.16464383208703, -0.0012294468065180144, 0.3441640313205661, -1.014619698721286, 0.9874978999869682, 0.5387049042279839, 0.6795656597215425, 0.4740018378165379, -1.5539909219870938, 0.19236693749719755, -0.12635282089301547, 0.188871348162646, -1.0733307022110412, 1.254932475653517, -0.6252246092042125, -0.8190744194649511, 1.990838326371731, -1.2988709724130747, 1.1618079846170395, 0.08685551426672149, -1.2959611406538465, -0.39223945323909915, 0.2543284031997914, 0.6301003145163301, 0.04514237745543939, -0.08536285584503732, -0.45655057761726203, -0.9783059220782778, -0.9787040325659672, -1.7468365146552103, 1.2435579995905006, -0.4447100885924515, 0.9632249653768602, -1.495493774588331, 0.40922959384569424, -0.4674778334963369, 1.339171072614374, 1.0861988736572503, 1.0206247519884397, 1.53875946515416, 0.8545980644303314, 0.3725237882405446, 0.012314626703570492, 0.11894548947822207, -1.4010883260726192, -0.11160810102166988, 0.47794251444823704, -0.34993721625692203, -0.1645860008611384, 0.2114575321818953, 0.11501062357909, 0.7667461643951431, 0.21824941090459826, 0.7786836230813541, -0.1419580432950408, 0.29119851603226365, 0.8475009922181894, -0.4076158541641824, -0.5058834337505592, -0.4453013939581552, 1.9290076465508523, -0.3746106029834511, 0.9200441698128118, 0.299216117537997, -1.641233814856694, 0.4234592830810581, -1.4359532669908808, 0.3305199854163479, -0.27768360207636084, 1.74036514827014, -1.1262601535675727, -0.5636071421585835, 0.32224140118622974, 0.6420029113043972, 0.4420257540460628, 0.6762065364071576, -0.2947738934741998, 0.5122751088188494, 0.5577853427096008, 0.48326761966866805]"
Ses04M_impro02_F009,-0.75,0.25,0.25,sad,: You won't even know your child when you come back.  This -- isn't there someone you could talk to?,"[0.2138543702004483, 1.2953976896927446, 0.15634482039778297, 0.38343819556028413, 0.8858995054016429, 0.7532783654020578, 0.0025950630943325018, -0.3329957263875711, 0.4019065338517012, -0.9224434097687557]","[-1.0208558926837956, 0.8760850268394264, -1.36203085040153, 0.9593033504626404, -0.24440667329303262, 0.12284664005026569, 0.04552547257557855, 0.06557098672048765, 1.0434569801560654, 0.5557568215450863, -1.3816383543150028, 1.4399279739300883, -0.7506403791754469, -1.1592570124172619, -2.083168316914384, -1.1230249455703563, 0.004009247150952051, 0.30681545130837823, -0.7411356181396002, 0.0907911454360587, -0.8512418933051414, 1.1712426268966183, -0.6034862768101169, -0.17057638214622814, 0.3731116848674881, -0.08489323029668072, -0.04288338403847041, -0.6276989383043992, -0.0091831190075013, -0.9620529818005629, -0.3630706093337098, 1.0495744069330581, -1.1027732699884494, -0.7569967528241129, -0.5047540114574534, 1.2215319844331685, -0.5403861892963261, -0.001130315914127412, 0.29263723822859244, -0.004615413649770166, 0.27839778699876055, -0.3152615572920959, -0.47075053099877495, -0.5392010559456899, -1.3892689264264422, 0.29021197883021366, -0.9009925663871704, -1.0912423003060157, 0.3322986336444026, -0.3724459875823981, 0.5600251025405588, -1.6203135854195774, 0.783368878954199, -0.1956762927423125, -1.0772496358745338, -1.756399395478526, 2.4356960239006495, 1.7709950867984376, 0.0450613403166167, 1.1156865221152095, 0.17449307272468934, -0.3296582638719442, 1.4458337636267953, 0.022274607071526398, -0.6861719790517872, 0.6673211821048846, -0.748461525188986, -0.45500806287449364, -0.41208101378115924, 1.061046052043042, -0.3871662385467264, 0.9566464100901796, 0.4417038868021917, 0.9044983674850202, -0.7036790139436707, -0.6465340722788823, -1.9766575038323422, 0.35448215920437454, 1.8434256335296177, 1.9014843765179101, 2.368668288941817, 1.2640917566131908, -0.5581541655314199, 0.5727102425927176, -0.581757299795783, 0.33646802668453, -1.0586677440054597, -0.6464346262873878, 0.8241785456902958, 0.5235427821185816, 0.30513511771436397, -0.23801685617500484, -0.26182901574616607, 1.3615394098610205, -0.3122463568561289, 1.7420382851979603, -0.5863148672794645, -1.0150167167482438, 1.303387563721202, -0.007239231292750206]"
Ses04M_impro05_M016,-0.25,-0.5,-0.5,angry,: You--,"[0.66327900299744, -1.0514732501677253, -1.310464280712815, 0.3287135371601779, -0.773998342566446, -0.12354033056221045, 1.8097598160020993, 1.313124433007269, -0.5628650345977027, 0.7683550181295847]","[-0.5960623239894675, 0.6335421542859916, 0.3654874897038807, 0.8628285009558032, 1.261728532005113, 0.32294084820367647, -2.2021113157632053, 0.2580193234976273, -0.5643180622830734, -0.8879605277146589, 0.5192389752120604, -1.2768233287655737, -0.6269980147617152, -0.6859348124812591, 0.7895196595648986, -1.0636513472293891, -0.17994107086981867, -2.0260621752081613, -0.289180683653043, 0.15605837570376718, -0.17701429126427506, -0.9265436809432035, 0.27320215984083, -0.006707799083722693, -0.11135835770892052, -0.6940006864558232, -0.5214566677735666, -0.2745341049503185, -0.22038142928643792, 0.9758971296564488, -0.9679078221204737, -0.2937949110840136, -0.5052025052727155, 0.1304547213272077, 0.3633298526533431, 0.829486750993345, -0.9893012457074998, -2.3376690404338385, 0.29843521078886054, 0.0531583940799092, 0.0009640264074236357, 1.333775969137221, 0.218817392078449, 0.49758768432298195, -0.4093873370439766, 1.4680229038745185, 0.7517104496239219, 0.1593229170459553, 0.14229527311519977, 2.3588075234708517, -0.420319018930148, -0.19746454560707483, 0.7155729448326302, 1.253033703751777, 0.6863380209119488, 1.0290027153697332, -0.381306695102641, -0.6693288863868363, -0.5638148545482109, 2.1995219248791535, 1.5573651235295989, -0.2394202560189917, 1.6071152053204194, -2.4447363242227294, 0.04611298249027501, 0.7036202120787539, 0.3136070063862635, 0.8234471017060734, -0.03148192727646308, 1.9796011764978856, -1.276647137343188, 0.05181251857859829, -0.2162518416482713, -0.7699293255979791, 1.8813935589383775, -0.4474334743481805, 0.6745161118934778, -0.943301273992891, 0.17195636381994286, 1.188889399196833, 0.25661036115753655, -0.2774770355655004, -0.8851725540728469, 0.7754269668811181, -0.4836444706484338, -0.19512735478723894, -1.0196898388377318, 0.3098198306374479, -2.199139182481616, 0.09468742134826709, 0.7693939235156452, -2.4408579351144053, 0.13779492585785436, 1.0386165927526696, 0.13331900467000948, -1.2174130175824525, 0.39558991435507734, -1.2633590824188001, 0.9171320727222214, 0.7103064878168773]"
Ses05M_impro03_F004,0.5,0.1666499999999999,-0.1666499999999999,happy,: Okay good. I I assumed.,"[-0.05284139391443729, -0.8285100394349602, 0.6414878516102254, 2.278964050942638, -0.5582241414565798, 2.3431401505206444, -1.9941072461006575, 0.8399664348773028, 1.469583960874865, 0.3115716268186119]","[-1.0512286160615718, 1.5411470321357938, -0.9913137156449852, 1.5863419747295733, -0.8749479206450953, 2.614754044908403, -1.5272573714709745, 1.2385335449648633, -0.16876626905520864, -0.18346987892731195, -0.9761854939352321, -0.7988256292783483, -2.4107851578600994, -1.0664106063363863, -1.0080238858801123, -1.926974828636814, 1.3140193559971427, 0.6755983567642861, -1.0533214573814644, -0.13652928680364929, -0.4517802784860371, 1.2997343368098606, 1.8540664688232182, -0.30430431796106044, 0.806057206587548, -0.2812817713999313, 1.3121244038616353, 1.3303095923783064, -0.11748694569914431, 0.8712303822953018, -0.6334850970076207, 0.838184319834299, 1.2616596644076974, 1.3658072302809212, 0.1633956026044968, -0.31350705945778795, -0.8169364546083426, -1.3927200678481497, -0.12026712817624932, -1.5334595066765984, -2.5731322245938877, 1.2835390337886994, 0.8051993426113242, -0.434131194685939, -0.7080544083357221, -0.49301425974135094, -1.387294678816825, -0.9700403837850718, 1.2533263904651206, 1.0613448161118584, 1.3817911883270317, -0.8896771866323147, -0.05023468264010808, -0.10621218139555424, -0.9415463417688966, -1.9005156323276469, -0.5159116758276793, 0.2581048737947327, 0.9055498288046836, 1.6438828453479937, -0.9337414176787662, 0.15201120404327248, 0.11255503890005428, 1.5229172525327024, 0.056582883288088984, 0.1898384117682359, 1.599529706191706, 0.62788248838469, -1.4219889292973547, -0.42183468094506893, 0.808760161248394, 1.4043175010920175, -0.49258179805450353, 0.46865092728046526, 1.1462338786518838, -0.3201156916124051, -0.9416195522338296, 0.8347829287646932, -1.1986909009096207, 0.05936375893766562, -1.9778372997155205, -0.11595511770378969, -0.7035849620931847, 1.076437128978649, 1.819309508728924, 0.4772876312027829, -0.5939832650339356, 0.27236918380297714, -0.779549733494618, 0.04937028783278412, -0.828713460918042, 0.4921652995122486, -0.5929361307328709, -1.0053994051432331, 1.900511946185129, 0.27326196025812044, -1.4497235988345833, -1.4487409591982385, 0.4648703150810728, 0.03295966979314064]"
Ses05F_impro06_F021,-0.25,0.0,0.0,sad,": It's really bizarre, you know, when you know somebody really well, and then...","[0.4471880296601519, -0.017804230666879847, 0.14370903702887114, -1.946607774909381, -0.27284786448051723, 0.44570204640671385, -0.32549787396404023, 1.1850445063858037, 0.8210570221440453, -0.25730256376581007]","[2.2277390972676576, -0.3070687737213211, -0.15854384304047742, -0.5445724312870354, -0.5738416702004642, -0.2778097399573064, -0.27157847079649905, 0.2031163099273326, -0.24006047589512314, 0.2535041367078624, -0.12846546672433665, -0.5727475255661959, -1.0579633259655659, -0.6648228373361637, 1.2978603834689253, -1.0926696620372098, -0.32070990945607614, -1.3240260713575698, -0.8054230677688299, -0.03529463832448816, 0.40909041946469954, 0.040725037464457436, -0.49245292095541765, 0.33179533367462977, 0.0692595562198634, -0.67131643372564, -0.28418324011598867, 0.5458334519827283, 0.13466137908786324, -0.05369016978067742, 0.10568682444665886, -0.1585325380893834, 0.1835206362925253, -1.111821175569273, 0.12441170713093026, -1.0012636631909064, -1.3263812564888133, 2.0397565903186288, 0.8534857597949775, 0.8532045122509233, -0.30956916417552777, 1.502302221741145, -1.5156961639201434, -1.1183368582577322, 0.6622757578514895, -1.023576501064704, -0.5587892170206101, -0.498163512211814, -0.020132868883466812, -0.26552203723412215, -0.8315415572210262, -0.6485656917890199, 2.866678109784755, -0.920571994279004, 1.7744084616870583, 0.6067418882087858, 0.9323990673772504, -1.0231885921441393, -0.5161147640129585, -0.6334957260248962, -0.722815116393257, 0.3426449072432514, -1.3643657809542462, -0.32917905923675783, -0.6560085319888145, -0.30988343795850837, -0.704938105606559, -0.09841144566701815, 1.094701852013181, -0.39526196193465324, -0.2870644484849395, -0.036434526284315046, 0.9038180843175837, 1.112611899873271, 0.4012554347603157, -1.7587365776214674, -1.6284768315253573, 0.1516717238138045, -0.12593033571943704, 0.6481998933402547, 1.1095458137256904, 1.6466322487415326, -1.1340910204628223, 0.29752633229581527, 0.4791971561317866, -0.7852555542660801, 1.2396100895786206, 0.1461066086361991, 0.6014629131969078, -2.1032140371233043, -0.8271121553381503, 0.7865881251445891, 1.1292892025446146, -0.6820218977337801, -1.1046519135222352, 0.6028758249084466, -0.7038187349695725, 0.32491886878028425, -1.1151253788316104, -0.8893071128217404]"
Ses05M_impro07_M036,0.25,-0.5,-0.25,happy,": Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah.","[0.2742161013796376, -0.593540146286751, 0.3220177402823477, -2.2045388015912972, -1.4887621169293175, 0.2727169158295491, 0.6096403870972642, 0.00013228878550848, -0.864192593071591, 1.1325801211360282]","[0.5751361403358534, -0.16247720485274197, -1.0276457276821362, -0.6207242290901708, 1.240945748421619, -1.5100928666322584, -1.3415823640417919, 0.6279421310645449, 0.023670782132724173, -1.141638643283331, -0.4082008478984869, -0.8826950761833074, 0.7208542927380076, -0.4870353044740602, -1.2841907573818272, -1.6974869784978313, -0.10949935837303272, 0.5610130563804469, -0.2334103572041317, 0.8701197037299244, -0.9715382566584069, 0.2795620443437273, -1.4031242366925554, 0.27919321457888574, 1.5939275266891335, -0.6036340456475598, 1.155461744753059, -0.5827262702022405, -0.1432117126520636, 0.020468659812738675, 1.606039187321461, -1.5897640485416604, 1.4060945795515243, -0.8895022279542538, 0.9868314833861853, -0.7288543416155642, 0.15745313601583158, -0.21040650258614443, 0.847553074876788, -1.4872900254351584, -1.927459650270668, -0.2594192066348352, -0.40010103583401846, -1.2967847956059868, 0.17466374118221964, -2.35400621498288, -0.5306593741771098, -0.025699744360525797, 1.5871660950566069, -0.598656278208811, 0.875347027615569, 0.9132594705382165, -0.8227701622241215, 0.10969169600320587, -1.3199483612104201, -1.6834648337286253, -0.2016575082255898, -0.5992811439846883, -1.2089557517425422, 0.4067390037111283, -1.6371061174203554, -1.004208650060475, 1.1021471025352856, -0.7537526577152851, -0.5218886552848458, -1.7338434327366583, 0.7396871927800003, 0.6748236603936152, 0.3068559987242152, -1.216198801094624, 0.8612093393791462, 0.10023620786791491, 0.49229758910244786, 0.3778493114805271, -0.34780381078768335, 0.3275267148094352, -0.2843131331136275, -0.5241859678342232, -0.6636609000030779, -0.6478821567558851, -0.29126506112796113, 0.8922473369220372, -1.0805779753151925, -1.2349158054354707, -0.16895197015897567, 1.5918119943585312, -0.2257531712246471, 0.8994970451226497, 0.5854827870344472, 1.283648107068235, -0.788810063956184, 0.36812804103663277, 1.0655972318008873, -0.7827068275489226, 0.12608812208548897, 1.718815016259022, 0.23916083283210457, -1.7341681349097489, -0.32753577231743725, -1.2800988740010004]"
Ses02M_impro06_F003,-0.75,-0.5,0.25,sad,": Oh, man. I'm so sorry.","[-0.414529626741279, -0.1587160176999721, -0.716110454208107, 0.4676564105602118, 1.8986113811838357, -0.02146516866739594, -1.908925874397131, 0.9203815978065242, -0.3864388607367001, -0.12525235445727248]","[0.927360634221176, -0.6810182406798941, 0.2479610382573531, -0.32514735001556433, -0.6472074518162155, -0.5862373845585916, -1.4264207833502012, -2.5406311417113825, -0.3922805966845009, -1.0188984171597049, 2.119214583286406, 0.4045268096137462, -1.0272036360654715, -0.8413956834483842, 0.3186893856857156, 1.548297501896035, 0.5488723539187735, 0.12684106992699834, -1.337866895529997, 0.436528404208078, 1.3934382892358903, -2.2090669751876684, 0.10225970758115428, 0.24577649398780807, -2.3842980624947927, 0.7185480673945152, -0.6806377821372745, 0.20683524308850182, -0.0524553233701591, 0.7833895281090101, 0.13674684743971996, 0.8550371488222452, -0.5075578161201654, -1.051690451145628, -0.35133950186240226, 1.4477067760009432, -0.020704821047909976, 1.3464574105462237, -0.9790327316238193, -0.4689642274185625, -1.630842887731654, -0.7588082935300259, -0.31123206474002535, -1.3966309504949708, 0.12434044680897087, -0.39009728083783335, 0.5867560058677576, 2.07246528990792, 1.7208188044412438, -1.2738839456055269, -0.6383267105473899, 0.6086084961160434, 0.6157429672233697, 0.21697196642403932, 0.14263573516491845, -1.0002031322411715, 1.1141351900376235, -1.1399823733218413, -0.36551451047984745, -0.7216517299054482, 0.9486204486239147, -0.5898619747810885, 0.023067288589096794, 0.1834014411974183, -0.22415394863739305, 0.20509258415710233, 0.7520637545550649, -0.09875414538576091, 1.2977238284160444, 0.43555770496296203, 0.1745563036331626, -0.9760344769919888, 0.7860134445938517, -1.0746433668211188, -1.20089070761257, 0.3291360100266447, -0.3315614229604298, 1.1440994384799084, 0.5618463081256571, 0.5395388470923201, -0.8214414274222634, -0.7758790504186858, 1.3233316515173588, 1.479835809192085, 0.7658840549474971, 0.07311023141764907, -1.5833847416503286, 1.951279723092691, 0.9850178348280708, -0.21421846967657046, 0.5266237248812321, 1.1725617122774654, 0.3471060980492395, 0.47657203472242704, 0.413053935553847, 0.6916313863851401, -0.35835696821718166, -0.903749937706828, -0.3794027330040862, 1.3583227384078345]"
Ses04F_impro01_F003,-0.25,0.5,0.75,angry,: Okay.  I did-,"[-1.2756852803210232, -0.7190918482713474, 1.2425607347268162, 0.4998466150950225, 0.37593727816199096, 0.4039135030342804, -0.45472787996176944, -0.6024970898087688, -0.8220277860939262, 1.3829516811205906]","[0.3290955755992399, -0.6121111248834075, 0.18051225465857498, 0.4271202036996432, 1.7869771780860932, 0.07226595991651005, -0.06258254404063056, 0.009284968785269966, 0.8769903900508641, 0.03509623114174192, 0.5284682603513439, 1.1382369358916822, 0.48232669347218665, -0.08832391227640242, 0.4772042530045129, 1.5919325433847054, 0.5035199795894846, 1.076343430676672, -0.9045457469329456, 1.0603357242074407, -0.16748363348197579, -0.045029692473322044, 0.6481168991030397, -2.0741158114324887, -0.6024164917316395, -1.2666368571951059, -1.6486379506645927, -1.3174317586243647, 1.682658752126188, -1.0671575275628054, -1.119616687284487, 1.4419769111320706, -0.4379892294783178, -0.3035540797859779, -0.8359321134133718, -1.3529250391145122, -0.7989163538794148, -0.2490713246652434, 0.4674182631857905, 0.8575664926530533, 2.384703679880488, -1.0945320535564063, 0.1732145189508702, -2.684745637116704, -0.3192590805187226, 0.8787010718126086, 0.4362251963076791, 1.381209208871013, 0.22437739870843837, 0.1999953350718019, 1.66642267267918, -1.0858530415681262, 0.162472734433582, 0.7797624437324028, -0.2618350610922343, 1.1093676763532527, 0.2837756258518104, 0.8527388548687364, -0.6929391121881202, 0.42352927182709754, -0.21234285741813996, 0.8853430577421144, -0.3330218493962603, -0.747330528601129, 1.0508816867080717, -1.731857895739075, -2.145886537234145, -1.7308934454799112, -0.2980366157156712, 0.055296229040225325, -0.41383643742737974, -0.8313521328617686, -0.9252621140861919, 1.1695946901352527, -0.44826658200171626, 0.7325244913730531, 1.0951703618343198, -0.6772456575958073, 0.026476961946681428, -2.5628579116600183, 1.068114548897206, -2.579216992603589, 0.7555715663224551, -0.06965766496271879, 1.0280955876644118, 0.12741037678197786, -3.4301322203561457, 1.7799997037083624, 0.8972339383238149, 1.2864881436992832, 0.6759932202742643, -0.5074982968791961, 0.47384373834888216, -0.2872490121136714, 0.5510657561303044, -0.7628920972349984, 1.0602256453775327, 0.005912381460911461, -1.2537021588808206, -0.7783109765619107]"
Ses04F_impro02_F007,-0.5,0.0,0.25,sad,: I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?,"[0.49577349050940833, -0.7459442963540188, 0.14558533881984673, 1.8276775203939946, 1.0135271398927153, 0.16924777529969778, 1.085451238668693, 0.2988659741514043, -0.7224568446106332, -0.7588691950768299]","[0.5518588988773401, 2.1020491667131287, -0.5533388560746092, -0.20178433859364464, -0.1784335112569082, -0.12328201959276378, -0.5908648409166144, -0.6180594885448419, -1.0507208415277804, -1.4389395346353453, 0.5020981289608518, 0.9673087020418876, -0.792655227829781, 0.27113291721029525, 0.9860820398531387, -0.8067615168140139, -0.5817983292309638, 0.5297324642435582, -1.8187735833432188, -0.8653069396200931, 1.238536178778059, -0.5323285047597691, 0.6726706647695809, 0.3057769329085288, -1.5566101915006476, 1.5922962492869082, -0.6470120313328945, 1.0330465193806262, 1.2930898798502464, -1.1960217017628159, 1.569378541986749, -2.5628914120604436, 0.3649822719497041, -0.250181828348647, 0.4350669618199036, -3.0622274581864724, -0.4271880055795562, 0.18178147153347385, -0.3855048819352656, 0.19474447318782367, 1.2340445292264501, 0.08146950674750501, -0.5190282798510387, -0.727080299732225, 1.2991823001522267, -0.932289162952458, -0.18634418321093846, 1.0362871990797375, -0.029818674380241758, -0.03776341167551844, 0.1888278597456743, -0.3266169803198011, -1.7476597126921942, 1.7710891429854811, -0.09108494197400935, -1.9690544496311713, 0.5524653971281988, -0.4698174350360085, 1.9232528924233736, 0.09125780752341127, -0.6029663231257258, -1.0916452145405948, 0.4751126059414266, -1.4085733561186717, 0.43933624853905745, -0.06911082287828497, 1.09195402687261, -0.4476033334664294, -0.42573757011044205, -1.2911200267837373, -1.2452793783089933, 0.9769345392285875, -2.246272498639796, -0.2665362668826549, -0.4616367867823398, 0.5200571474096897, 0.13016033685935588, 0.7601071782626827, -1.7410247367005793, -0.5377928149561897, -1.2701828388824141, 0.19599269329967603, -0.1922150606396637, -0.5412212110380802, 2.302795203203703, 0.45377762921834797, -0.22245772795846147, -0.7121237760287228, 1.9456141391395454, -0.6462035585781759, -0.6098272627991298, -0.41135595104341455, -0.23256062337304437, -1.1757569592748633, -0.36879902448628593, 0.3382133140221601, 1.0632351292705493, 0.30820792106262634, 0.18973972138808545, -0.21513441754724807]"
Ses02F_impro06_F013,-0.5,0.0,-0.66665,sad,: You start to lose like that image after a while.,"[-0.0633453305513983, 0.46600746521329184, 0.4121125969120557, 2.339154807028421, -0.8376754309582128, 0.13774023171890398, -0.41663643238386, -2.21637406945844, -0.08248440046324347, 1.669753181943004]","[-1.157287237724443, -2.351282860726527, 1.3494748599318056, 1.2363597748707396, 0.3248683061883201, 1.36414200844285, 1.3493142569704877, -1.0033500015286292, 2.456982062625492, -0.29431577623798055, 1.9603335785501008, 0.4353653677890353, 1.2212842670734678, 0.6236341524516655, -1.2592549423316906, 1.4940123422409415, -1.8382001289901115, 0.3732707645328859, -0.4820876036624747, -0.06854197984341039, 2.217791041502142, -1.0747543215058615, -0.226484348729947, 0.4748834566309318, -0.9135498045945978, 0.02559224156623525, 0.8496882102519382, 0.4552857717344316, -0.7533137108765893, 1.6286083975389394, 0.2442609854853186, -0.7604064431905436, 0.3704897788939264, 0.8789451922182051, 1.0596790525547397, 2.3950477377083104, -0.33534182891446906, -1.26849285403917, 0.6645160718533771, -0.482366837734191, 0.333946552771149, -0.24307013562425084, -0.28781039852932544, -0.6402905206323125, 0.3173708127380911, 0.5947177581057714, -0.5058811744227283, -1.4599438628461405, 1.4180094718437422, 1.335019005009915, 1.346734924653498, -1.6637523314966443, -1.575622874566918, -1.2202119110372673, -0.7586487515131535, -0.8208843106193717, 0.056388180824920656, 0.9780314088101189, -1.1748438389416878, 0.5307207661409142, -0.14500636341690512, -0.7241506638029156, 0.009791308983638402, -0.9571311800991197, -0.5558342602035002, -2.332949061886676, -0.4433155221549601, 0.4927876632335799, 0.04231529957142294, -1.2598078342367052, -1.200437695772702, -0.5219160367246192, -0.17766506105124025, -0.6436928184992541, -0.9259210175692406, 1.106325015718002, -0.3565831164739558, -0.9717350858302386, 0.8826508429104717, 1.912867880887157, -1.81118483590633, 1.163258678604066, 3.377091802744958, 0.40270829942651415, 1.320600836304435, -0.7422719238361816, -0.8391233136924837, 1.4339671045799764, -0.9757682972756436, -0.026686468758025605, 1.086547726143291, 0.3846642915832916, -1.5439040586000787, -0.7255428857655641, 0.7672600244704516, -0.2564534564541368, 1.0015093698986595, -1.3846818013416793, -0.4910059483770691, -1.7688338850263439]"
